,text,sentiment,transformed_text
5945,Cientistas criam protetor solar ecológico de cascas de caju,1,cient cri prote sol ecolog casc caju
5946,Passageiros trocam garrafas PET por bilhetes de metrô: sucesso,1,passag troc garraf pet bilhet metr sucess
5947,Campeã de Motocross de 14 anos paga escola pra 45 crianças...,1,campe motocros 14 ano pag escol pra 45 crianc
5948,Vídeo de menino chorando viraliza e ele é recebido por time...,1,vide menin chor viraliz receb tim
5949,Cientistas recriam perfume de Cleópatra: ‘Chanel #5 do Egito’,1,cient recr perfum cleopatr chanel 5 egit
5950,Garoto supera bullying pra doar cabelo a crianças com câncer,1,garot sup bullying pra do cabel crianc canc
5951,Ford transforma bilhões de garrafas PET em estofados automotivos,1,ford transform bilho garraf pet estof automo
5952,Neto leva avó pra conhecer o mar e as montanhas pela...,1,net lev avo pra conhec mar montanh
5953,Juiz viraliza após inocentar idoso infrator que salvou o filho: Assista!,1,juiz viraliz apo inocent idos infra salv filh assist
5954,Supermercado lança rede de algodão para substituir sacola de plástico,1,supermerc lanc red algoda substitu sacol plas
5955,Idosa de 107 anos diz que ficar solteira é o segredo...,1,idos 107 ano diz fic solt segred
5956,Japoneses fazem primeiro teste com carro voador. Assista!,1,japones faz prim test carr voad assist
5957,NASA descobre planeta parecido com a Terra que pode abrigar vida,1,nas descobr planet parec terr pod abrig vid
5958,Islândia acaba com caixas de pasta de dente: inúteis e poluentes,1,island acab caix past dent inutel polu
5959,Avó faz 110 anos e conta como conseguiu viver tanto tempo,1,avo faz 110 ano cont consegu viv tant temp
5960,Homem faz dueto com burro com música de ‘Rei Leão’ e...,1,hom faz duet burr music rei lea
5961,Etiópia planta 350 milhões de mudas de árvores em um dia:...,1,etiop plant 350 milho mud arv dia :...
5962,Gangorras unem o que Trump separa: pessoas na fronteira EUA-México,1,gangorr un trump sep pesso fronteir eua mexic
5963,Voo atrasou? Aeroporto tem cabines com cama para tirar uma soneca,1,voo atras aeroport cabin cam tir sonec
5964,Lente de contato com zoom é criada por cientistas dos EUA,1,lent contat zoom cri cient eua
5965,Braço robótico inovador permite ao amputado sentir o tato: vídeo,1,brac robo inov permit amput sent tat vide
5966,Papa Francisco escolhe brasileira para ser sua vice-porta-voz,1,pap francisc escolh ser vic port voz
5967,Jovem amputado salta em caixa após várias tentativas. Assista!,1,jov amput salt caix apo var tent assist
5968,Jovem ativista recebe prêmio ‘Liberdade’ por defender o planeta,1,jov ativ receb premi liberdad defend planet
5969,"Lua afeta nossa mente e emoções, segundo neurocientista",1,lua afet ment emoco segund neurocient
5970,"Michelle Obama é a mulher mais admirada do mundo, segundo pesquisa",1,michell obam mulh admir mund segund pesquis
5971,Lady Gaga lança maquiagem 100 por cento vegana: frete gratuito,1,lady gag lanc maqui 100 cent vegan fret gratuit
5972,Rei Leão: Disney faz campanha para preservação da espécie,1,rei lea disney faz campanh preservaca especi
5973,Homem de 72 anos atravessa o Atlântico sozinho em tonel sem...,1,hom 72 ano atravess atlan so tonel
5974,Neurocientistas testam próteses controladas por pensamento,1,neurocient test protes control pens
5975,França permite que gays doem sangue e reduz restrição,1,franc permit gay do sang reduz restrica
5976,É hoje! Eclipse parcial da lua será visto no Brasil,1,hoj eclips parc lua vist
5977,Atores de ‘Homem Aranha’ surpreendem crianças em Hospital: vídeo,1,at hom aranh surpreend crianc hospit vide
5978,Homem gago canta e surpreende plateia. Assista!,1,hom gag cant surpreend plate assist
5979,Salários iguais para homens e mulheres na mesma função em NY:...,1,salari igual hom mulh mesm funca ny :...
5980,Homem deve fazer xixi sentado! Vídeo com ultravioleta mostra motivo,1,hom dev faz xix sent vide ultraviolet mostr motiv
5981,Maior usina de energia a partir do lixo começa a ser...,1,mai usin energ part lix comec ser
5982,Filhotes de leões extintos no século passado nascem em zoológico,1,filhot leo extint secul pass nasc zoolog
5983,Paradas de ônibus ganham telhado verde para abelhas e humanos,1,par onibu ganh telh verd abelh human
5984,“Namorados” da pré-escola se reencontram e casam 20 anos depois,1,namor pre escol reencontr cas 20 ano
5985,Mulher mais velha faz 114 anos e conta segredo da longevidade,1,mulh velh faz 114 ano cont segred longev
5986,Casal apaixonado se casa aos 100 anos em lar de idosos,1,casal apaixon cas 100 ano lar idos
5987,Melhora nível de paz no mundo. Sai ranking dos países mais...,1,melhor nivel paz mund sai ranking pais
5988,Holanda apresenta 1º carro solar de longo alcance do mundo,1,holand apresent carr sol long alcanc mund
5989,Vídeo: idoso recebe esposa com flores e chocolates em aeroporto,1,vide idos receb esp fl chocolat aeroport
5990,Ladras pedem perdão a menino com tumor cerebral: ‘nunca mais roubar’,1,ladr ped perda menin tumor cerebr nunc roub
5991,Hoje tem eclipse total e há chances de ver em capitais...,1,hoj eclips total chanc ver capit
5992,"Trabalhar 3 dias por semana é chave para o sucesso, ensina...",1,trabalh 3 dia seman chav sucess ensin
5993,Artista derrete armas e transforma em pás para plantar árvores,1,artist derret arm transform pa plant arv
5994,Menina surda ouve mãe dizer ‘eu te amo’ pela primeira vez....,1,menin surd ouv mae diz amo prim vez ....
5995,Cientistas descobrem reservatório de água potável debaixo do oceano,1,cient descobr reservatori agu potavel debaix ocean
5996,Garoto de 12 anos costura gravatinhas pra incentivar adoção de cães...,1,garot 12 ano costur gravat pra incentiv adoca cae
5997,"Ela tocou o sino: Kenni, de 2 anos, está livre do...",1,toc sin kenn 2 ano livr
5998,Corredora de 103 anos bate recorde e ganha medalha de ouro,1,corr 103 ano bat record ganh medalh our
5999,Estudante recolhe cadeiras de rodas de segunda mão pra quem precisa,1,estud recolh cade rod segund mao pra precis
6000,"Idoso reencontra amor perdido há 75 anos, graças a programa de...",1,idos reencontr am perd 75 ano grac program
6001,Guinness: 600 mergulhadores retiram quase 1 T de lixo do oceano,1,guinnes 600 mergulh ret quas 1 t lix ocean
6002,Menina cria pelúcia que esconde soro pra superar medo de hospital,1,menin cri peluc escond sor pra super med hospit
6003,Novo Laser destrói células cancerígenas e bloqueia metástases,1,nov las destro celul cancerigen bloque metastas
6004,"Adotado por família italiana, brasileiro se torna prefeito na Itália",1,adot famil itali torn prefeit ital
6005,Mulher que sofreu 13 abortos tem bebê após técnica inovadora,1,mulh sofr 13 abort beb apo tecn inov
6006,Restaurante dá pizza de graça a grupos que não usarem celular,1,restaurant pizz grac grup us celul
6007,Brasileiro de 84 anos faz sucesso em programa de tv americano,1,84 ano faz sucess program tv americ
6008,Avô dança com neto pra ele se sentir melhor na véspera...,1,avo danc net pra sent melhor vesp
6009,"Canadá proíbe captura e criação de golfinhos, baleias e botos",1,can proib capt criaca golf bale bot
6010,Estudantes ajudam garoto com paralisia a fazer 1º cesta da vida....,1,estud ajud garot paralis faz cest vid ....
6011,Ator Ashton Kutcher salva 6 mil crianças de tráfico sexual infantil,1,at ashton kutch salv 6 crianc traf sex infantil
6012,Encontrado grande reservatório de água congelada em Marte,1,encontr grand reservatori agu congel mart
6013,Homem é salvo de assalto por seus dois cães. Assista!,1,hom salv assalt doi cae assist
6014,Leonardo DiCaprio doa US$ 15 milhões para proteger animais e o...,1,leonard dicapri doa us 15 milho proteg animal
6015,Ex-mulher de bilionário da Amazon vai doar metade da fortuna pra...,1,ex mulh bilionari amazon do metad fortun pra
6016,"Menor bebê do mundo, que tinha peso de maçã, deixa hospital",1,men beb mund pes mac deix hospit
6017,Foto de idoso admirando esposa com expressão apaixonada viraliza,1,fot idos admir esp expressa apaixon viraliz
6018,Neurocientistas descobrem segredo japonês para ter vida longa e feliz,1,neurocient descobr segred japon ter vid long feliz
6019,Space-X lança foguete que vai oferecer internet mais veloz do mundo,1,spac x lanc foguet oferec internet veloz mund
6020,Eco Gym: alunos geram energia limpa que sustenta academia,1,eco gym alun ger energ limp sustent academ
6021,Cão com deficiência salva bebê enterrado vivo na Tailândia,1,cao deficienc salv beb enterr viv tailand
6022,Jovem perde 50 kg ao caminhar todos os dias para a...,1,jov perd 50 kg caminh tod dia
6023,Mãe de 90 anos reencontra filha que deu pra adoção há...,1,mae 90 ano reencontr filh deu pra adoca
6024,Fotógrafo registra salto incrível de baleia. Assista!,1,fotograf registr salt incri bale assist
6025,Avô resgata 7 netos da Síria após perder filha e genro...,1,avo resgat 7 net sir apo perd filh genr
6026,Sobrevivente do holocausto se emociona ao encontrar salvador. Assista!,1,sobreviv holocaust emoc encontr salv assist
6027,WhatsApp lança atualização para evitar acesso de hackers a celulares,1,whatsapp lanc atualizaca evit acess hack celul
6028,Nasa leva para o espaço curativo de ‘pele de tilápia’ brasileiro,1,nas lev espac cura pel tilap
6029,Francês substitui pesticidas por galinhas em plantações,1,franc substitu pestic gal plantaco
6030,Menino afegão dança após receber prótese para a perna. Assista!,1,menin afega danc apo receb protes pern assist
6031,Baleia gentil devolve celular derrubado no mar. Assista!,1,bale gentil devolv celul derrub mar assist
6032,App brasileiro que traduz Português para Libras ganha prêmio do Google,1,app traduz portug libr ganh premi googl
6033,"Saem primeiras fotos de Archie Harrison, filho de Meghan e Harry",1,sa prim fot archi harrison filh meghan harry
6034,Argentino recicla lixo plástico e transforma em óculos de sol,1,argentin recicl lix plas transform ocul sol
6035,Meninas que venceram o câncer tiram nova foto 5 anos depois,1,menin venc canc tir nov fot 5 ano
6036,Mulheres parecidas descobrem que são irmãs e vizinhas,1,mulh parec descobr irm vi
6037,Garoto impressiona ao fazer flexões na cadeira de rodas. Assista!,1,garot impress faz flexo cade rod assist
6038,Bolinhas comestíveis com água substituem copos plásticos em maratona,1,bol comesti agu substitu cop plas maraton
6039,"Amigos descobrem que são irmãos, após teste de DNA",1,amig descobr irma apo test dna
6040,Menina comemora fim do câncer e toca sino vestida de Star...,1,menin comem fim canc toc sin vest st
6041,Música feita só com pássaros vira hit no Reino Unido. Assista!,1,music feit passar vir hit rein unid assist
6042,Flores: resposta brasileira à xenofobia em universidade de Portugal,1,fl respost xenofob univers portug
6043,Jovem Down volta pra escola após cirurgia cardíaca e emociona. Assista!,1,jov down volt pra escol apo cirurg cardiac emoc assist
6044,Inaugurada trilha inclusiva para pessoas com deficiência no Chile,1,inaugur trilh inclus pesso deficienc chil
6045,Jovem deixa a TV para faturar R$ 300 milhões com sucos...,1,jov deix tv fatur r 300 milho suc
6046,Agência Espacial da China divulga novas fotos do lado escuro da...,1,agenc espac chin divulg nov fot lad escur
6047,"Ver muita notícia ruim leva a ciclo de tristeza, ao contrário...",1,ver muit notic ruim lev cicl trist contrari
6048,Lego lança peças para crianças cegas aprenderem braille com diversão,1,leg lanc pec crianc ceg aprend braill diversa
6049,Alunos preparam festa surpresa para professor com câncer. Assista!,1,alun prep fest surpr profes canc assist
6050,3 cães replantam árvores em florestas destruídas pelo fogo,1,3 cae replant arv florest destru fog
6051,Empresa cria cortina que purifica o ar dentro de casa,1,empr cri cortin purif ar dentr cas
6052,"Após 27 anos, mãe acorda do coma e chama pelo filho",1,apo 27 ano mae acord com cham filh
6053,Menina sem mãos ganha competição nacional de caligrafia,1,menin mao ganh competica nacion caligraf
6054,Filhos salvam pai semanas após fazerem treinamento em RPC,1,filh salv pai seman apo faz trein rpc
6055,Gorilas fazem pose em selfie com guarda florestal da África,1,goril faz pos selfi guard florest afric
6056,Vovó de 109 anos revela segredo: uma taça de vinho toda...,1,vov 109 ano revel segred tac vinh tod
6057,Golden recolhe lixo de um rio na China há 10 anos....,1,golden recolh lix rio chin 10 ano ....
6058,Idosa de 79 disputa faixa preta no Taekwondo,1,idos 79 disput faix pret taekw
6059,"Vovó canadense, de 73 anos é bombeira voluntária: pra ser útil",1,vov canad 73 ano bomb volunt pra ser util
6060,"Fungos podem comer plásticos em semanas, mostra novo estudo",1,fung pod com plas seman mostr nov estud
6061,Bebê para de chorar ao usar óculos pela primeira vez e...,1,beb chor us ocul prim vez
6062,Conheça a jovem responsável pela primeira imagem do buraco negro,1,conhec jov responsa prim imag burac negr
6063,Modelo albina é capa da Vogue: primeira vez na história,1,model albin cap vog prim vez hist
6064,Jovem de 16 anos é indicada ao Nobel da Paz por...,1,jov 16 ano indic nobel paz
6065,Dia histórico: cientistas divulgam primeira foto de um buraco negro,1,dia histor cient divulg prim fot burac negr
6066,Centenários comemoram 82 anos de casamento: recorde,1,centenari comemor 82 ano cas record
6067,Circo alemão substitui animais por hologramas: sem crueldade,1,circ alema substitu animal hologram crueldad
6068,1 milhão de jardineiros unidos: rede mundial para alimentar abelhas,1,1 milha jardin unid red mund aliment abelh
6069,Menina se emociona ao reencontrar gatinho perdido há 3 anos. Assista!,1,menin emoc reencontr gat perd 3 ano assist
6070,"Internet 5G, 20 vezes mais rápida, é lançada na Coreia do...",1,internet 5g 20 vez rap lanc core
6071,Adidas vai produzir 11 milhões de tênis: plástico retirado dos oceanos,1,adid produz 11 milho tenil plas retir ocean
6072,Ben Stiller surpreende no metrô e fã tem reação inesperada. Assista!,1,ben still surpreend metr fa reaca inesper assist
6073,"Líder do Aerosmith cria abrigo pra mulheres, vítimas de abusos",1,lid aerosmith cri abrig pra mulh vit abus
